 129,   106624,-10592,  6282,  4304,    -6,   -77,    58,    22,     3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 130,   107457,-10527,  3838,  6667,   -22,   -84,    41,    42,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 131,   108290, -9489,   928,  8541,   -20,   -82,    21,    58,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 132,   109123, -8047, -1790,  9831,    -5,   -71,    -1,    69,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 133,   109956, -6361, -4240, 10604,     3,   -56,   -23,    76,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 134,   110789, -3867, -6625, 10493,     0,   -40,   -45,    81,    -5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 135,   111622,  -894, -8541,  9435,     0,   -21,   -61,    79,    -3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 136,   112455,  1831, -9832,  7994,    -8,     0,   -72,    70,    -2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 137,   113288,  4265,-10587,  6302,   -20,    24,   -79,    55,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 138,   114121,  6640,-10502,  3837,   -25,    44,   -84,    41,     1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 139,   114954,  8522, -9429,   889,   -19,    60,   -83,    22,     0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
